column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at
1692,600 Block S 2000 W,C1993868,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,1,01/13/2019 01:49:18 AM,Traffic Stop,909209565,CAD: Traffic Stop,41.1044,"{'type': 'Point', 'coordinates': [-112.065, 41.1044]}",-112.065,Vehicle Stop,UT,03/07/2019 05:36:53 PM
1693,800 Block S 2000 W,C1993870,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,1,01/13/2019 01:57:24 AM,Traffic Stop,909209564,CAD: Traffic Stop,41.1015,"{'type': 'Point', 'coordinates': [-112.065, 41.1015]}",-112.065,Vehicle Stop,UT,03/07/2019 05:36:54 PM
1694,3100 Block S BLUFF RD,C1850131,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,0,01/23/2018 12:11:50 AM,Extra Patrol On Site Call,832341294,CAD: Extra Patrol On Site Call,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,02/07/2018 06:11:04 AM
1695,3000 Block W 875 S,C1983227,SYRACUSE,,12/15/2018 07:22:11 AM,Friday,21,12/14/2018 09:32:03 PM,Traffic Stop,894278335,CAD: Traffic Stop,41.1013,"{'type': 'Point', 'coordinates': [-112.084, 41.1013]}",-112.084,Vehicle Stop,UT,12/27/2018 06:02:03 AM
1696,3500 Block S 575 W,C1927589,SYRACUSE,,07/30/2018 06:56:18 AM,Sunday,19,07/29/2018 07:57:16 PM,Community Oriented Policing,865241945,CAD: Community Oriented Policing,41.0639,"{'type': 'Point', 'coordinates': [-112.037, 41.0639]}",-112.037,Community Policing,UT,08/13/2018 01:30:56 AM
1697,1100 Block W 1700 S,C1927597,SYRACUSE,,07/30/2018 06:56:18 AM,Sunday,20,07/29/2018 08:23:10 PM,Susp Circumstance,865241943,CAD: Susp Circumstance,41.0891,"{'type': 'Point', 'coordinates': [-112.048, 41.0891]}",-112.048,Community Policing,UT,08/13/2018 01:30:56 AM
1698,2000 Block W 700 S,C1927637,SYRACUSE,,07/30/2018 06:56:18 AM,Sunday,23,07/29/2018 11:12:17 PM,Traffic Stop,865241942,CAD: Traffic Stop,41.1036,"{'type': 'Point', 'coordinates': [-112.065, 41.1036]}",-112.065,Vehicle Stop,UT,08/13/2018 01:30:56 AM
1699,1500 Block S 2000 W,C1835035,SYRACUSE,,12/14/2017 07:00:35 AM,Wednesday,12,12/13/2017 12:22:55 PM,Traffic Enforcement,828946332,CAD: Traffic Enforcement,41.092,"{'type': 'Point', 'coordinates': [-112.065, 41.092]}",-112.065,Traffic,UT,12/28/2017 02:22:38 PM
1700,2200 Block S ALLISON WAY,C1835046,SYRACUSE,,12/14/2017 07:00:35 AM,Wednesday,12,12/13/2017 12:44:54 PM,Traffic Stop,828946333,CAD: Traffic Stop,41.081,"{'type': 'Point', 'coordinates': [-112.057, 41.081]}",-112.057,Vehicle Stop,UT,12/28/2017 02:22:38 PM
1701,2400 Block S 2050 W,C1835069,SYRACUSE,,12/14/2017 07:00:35 AM,Wednesday,13,12/13/2017 01:50:24 PM,Criminal Mischief,828946331,CAD: Criminal Mischief,41.078,"{'type': 'Point', 'coordinates': [-112.066, 41.078]}",-112.066,Property Crime,UT,12/28/2017 02:22:38 PM
1702,2400 Block S 1660 W,C1835084,SYRACUSE,,12/14/2017 07:00:35 AM,Wednesday,14,12/13/2017 02:29:21 PM,Residential Alarm,828946330,CAD: Residential Alarm,41.0785,"{'type': 'Point', 'coordinates': [-112.058, 41.0785]}",-112.058,Alarm,UT,12/28/2017 02:22:38 PM
1703,1400 Block S 2000 W,C1835102,SYRACUSE,,12/14/2017 07:00:35 AM,Wednesday,15,12/13/2017 03:00:19 PM,Community Oriented Policing,828946327,CAD: Community Oriented Policing,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Community Policing,UT,12/28/2017 02:22:38 PM
1704,1700 Block W 1700 S,C1835443,SYRACUSE,,12/15/2017 07:00:32 AM,Thursday,14,12/14/2017 02:30:52 PM,Criminal Trespass,829029730,CAD: Criminal Trespass,41.0891,"{'type': 'Point', 'coordinates': [-112.06, 41.0891]}",-112.06,Property Crime,UT,12/29/2017 03:09:24 PM
1705,1500 Block S 2000 W,C1835465,SYRACUSE,,12/15/2017 07:00:32 AM,Thursday,15,12/14/2017 03:18:08 PM,Juvenile Problem,829029729,CAD: Juvenile Problem,41.0921,"{'type': 'Point', 'coordinates': [-112.064, 41.0921]}",-112.064,Disorder,UT,12/29/2017 03:09:25 PM
1706,1500 Block S 2000 W,C1835467,SYRACUSE,,12/15/2017 07:00:32 AM,Thursday,15,12/14/2017 03:20:21 PM,School Zone Patrol,829029727,CAD: School Zone Patrol,41.0921,"{'type': 'Point', 'coordinates': [-112.064, 41.0921]}",-112.064,Traffic,UT,12/29/2017 03:09:25 PM
1707,500 Block W 1700 S,C1835864,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,13,12/15/2017 01:58:17 PM,Susp Circumstance,829111521,CAD: Susp Circumstance,41.0892,"{'type': 'Point', 'coordinates': [-112.037, 41.0892]}",-112.037,Community Policing,UT,12/29/2017 03:09:27 PM
1708,2100 Block W 700 S,C1835894,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,15,12/15/2017 03:26:29 PM,Traffic Enforcement,829111519,CAD: Traffic Enforcement,41.1037,"{'type': 'Point', 'coordinates': [-112.068, 41.1037]}",-112.068,Traffic,UT,12/29/2017 03:09:27 PM
1709,1700 Block S 2000 W,C1835897,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,15,12/15/2017 03:46:15 PM,Fraud Activities,829111518,CAD: Fraud Activities,41.0885,"{'type': 'Point', 'coordinates': [-112.065, 41.0885]}",-112.065,Theft,UT,12/29/2017 03:09:27 PM
1710,2000 Block W HIGHWAY 193,C1835947,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,18,12/15/2017 06:15:11 PM,Accident Property Damage,829111517,CAD: Accident Property Damage,41.1105,"{'type': 'Point', 'coordinates': [-112.065, 41.1105]}",-112.065,Traffic,UT,12/29/2017 03:09:27 PM
1711,1600 Block S BLUFF RD,C1836004,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,20,12/15/2017 08:36:42 PM,Traffic Stop,829111513,CAD: Traffic Stop,41.0906,"{'type': 'Point', 'coordinates': [-112.081, 41.0906]}",-112.081,Vehicle Stop,UT,12/29/2017 03:09:27 PM
1712,1300 Block W 1700 S,C1836009,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,20,12/15/2017 08:57:27 PM,Traffic Stop,829111509,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.052, 41.0891]}",-112.052,Vehicle Stop,UT,12/29/2017 03:09:27 PM
1713,2000 Block W 700 S,C1836012,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,21,12/15/2017 09:06:54 PM,Traffic Stop,829111512,CAD: Traffic Stop,41.1036,"{'type': 'Point', 'coordinates': [-112.065, 41.1036]}",-112.065,Vehicle Stop,UT,12/29/2017 03:09:28 PM
1714,600 Block S 2000 W,C1836013,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,21,12/15/2017 09:07:09 PM,Traffic Stop,829111511,CAD: Traffic Stop,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Vehicle Stop,UT,12/29/2017 03:09:28 PM
1715,2100 Block W 700 S,C1836015,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,21,12/15/2017 09:14:35 PM,Traffic Stop,829111510,CAD: Traffic Stop,41.1036,"{'type': 'Point', 'coordinates': [-112.067, 41.1036]}",-112.067,Vehicle Stop,UT,12/29/2017 03:09:28 PM
1716,4500 Block W 1700 S,C1836032,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,21,12/15/2017 09:44:06 PM,Traffic Stop,829111508,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.113, 41.0892]}",-112.113,Vehicle Stop,UT,12/29/2017 03:09:28 PM
1717,1700 Block S 1475 W,C1836036,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,21,12/15/2017 09:54:02 PM,Traffic Stop,829111507,CAD: Traffic Stop,41.0885,"{'type': 'Point', 'coordinates': [-112.054, 41.0885]}",-112.054,Vehicle Stop,UT,12/29/2017 03:09:28 PM
1718,1200 Block S 1000 W,C1836043,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,22,12/15/2017 10:02:49 PM,Traffic Stop,829111506,CAD: Traffic Stop,41.0964,"{'type': 'Point', 'coordinates': [-112.045, 41.0964]}",-112.045,Vehicle Stop,UT,12/29/2017 03:09:28 PM
1719,1400 Block S 4500 W,C1836050,SYRACUSE,,12/16/2017 07:01:00 AM,Friday,22,12/15/2017 10:13:32 PM,Traffic Stop,829111505,CAD: Traffic Stop,41.0936,"{'type': 'Point', 'coordinates': [-112.113, 41.0936]}",-112.113,Vehicle Stop,UT,12/29/2017 03:09:28 PM
1720,1500 Block W 1700 S,C1850137,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,0,01/23/2018 12:58:54 AM,Traffic Stop,832341293,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.055, 41.0891]}",-112.055,Vehicle Stop,UT,02/07/2018 06:11:05 AM
1721,1900 Block W HIGHWAY 193,C1850138,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,1,01/23/2018 01:11:07 AM,Traffic Stop,832341292,CAD: Traffic Stop,41.1105,"{'type': 'Point', 'coordinates': [-112.063, 41.1105]}",-112.063,Vehicle Stop,UT,02/07/2018 06:11:05 AM
1722,1700 Block S 1000 W,C1850145,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,2,01/23/2018 02:33:19 AM,Traffic Stop,832341289,CAD: Traffic Stop,41.0883,"{'type': 'Point', 'coordinates': [-112.045, 41.0883]}",-112.045,Vehicle Stop,UT,02/07/2018 06:11:05 AM
1723,2200 Block W 1700 S,C1850148,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,2,01/23/2018 02:43:31 AM,Traffic Stop,832341288,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,02/07/2018 06:11:05 AM
1724,1600 Block W 2700 S,C1850169,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,5,01/23/2018 05:48:16 AM,Business Alarm,832341287,CAD: Business Alarm,41.0741,"{'type': 'Point', 'coordinates': [-112.058, 41.0741]}",-112.058,Alarm,UT,02/07/2018 06:11:05 AM
1725,1500 Block W 1700 S,C1850184,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,6,01/23/2018 06:59:58 AM,Traffic Stop,832341286,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.055, 41.0891]}",-112.055,Vehicle Stop,UT,02/07/2018 06:11:05 AM
1726,1700 Block W 1700 S,C1850187,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,7,01/23/2018 07:16:42 AM,Traffic Stop,832341285,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.059, 41.0891]}",-112.059,Vehicle Stop,UT,02/07/2018 06:11:05 AM
1727,1500 Block W 700 S,C1850198,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,7,01/23/2018 07:54:00 AM,School Zone Patrol,832341283,CAD: School Zone Patrol,41.1036,"{'type': 'Point', 'coordinates': [-112.055, 41.1036]}",-112.055,Traffic,UT,02/07/2018 06:11:05 AM
1728,1900 Block S DORAL DR,C1850199,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,7,01/23/2018 07:54:35 AM,School Zone Patrol,832341280,CAD: School Zone Patrol,41.0863,"{'type': 'Point', 'coordinates': [-112.095, 41.0863]}",-112.095,Traffic,UT,02/07/2018 06:11:05 AM
1729,2100 Block S 1000 W,C1850211,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,8,01/23/2018 08:22:47 AM,Traffic Enforcement,832341282,CAD: Traffic Enforcement,41.0834,"{'type': 'Point', 'coordinates': [-112.045, 41.0834]}",-112.045,Traffic,UT,02/07/2018 06:11:05 AM
1730,1800 Block S 1000 W,C1850213,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,8,01/23/2018 08:23:38 AM,Traffic Stop,832341284,CAD: Traffic Stop,41.0875,"{'type': 'Point', 'coordinates': [-112.045, 41.0875]}",-112.045,Vehicle Stop,UT,02/07/2018 06:11:05 AM
1731,3800 Block W CASCADES CIR,C1850227,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,9,01/23/2018 09:04:18 AM,Susp Circumstance,832341279,CAD: Susp Circumstance,41.0963,"{'type': 'Point', 'coordinates': [-112.101, 41.0963]}",-112.101,Community Policing,UT,02/07/2018 06:11:05 AM
1732,2100 Block S BLUFF RD,C1850235,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,9,01/23/2018 09:24:33 AM,"Suspicious Person, Circumstnce",832341278,"CAD: Suspicious Person, Circumstnce",41.0814,"{'type': 'Point', 'coordinates': [-112.073, 41.0814]}",-112.073,Community Policing,UT,02/07/2018 06:11:05 AM
1733,600 Block S 2000 W,C1850244,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,9,01/23/2018 09:58:15 AM,Accident Property Damage,832341277,CAD: Accident Property Damage,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Traffic,UT,02/07/2018 06:11:05 AM
1734,1200 Block S DORAL DR,C1850273,SYRACUSE,,01/24/2018 07:32:56 AM,Tuesday,11,01/23/2018 11:49:19 AM,Accident Hit & Run,832341276,CAD: Accident Hit & Run,41.0952,"{'type': 'Point', 'coordinates': [-112.097, 41.0952]}",-112.097,Traffic,UT,02/07/2018 06:11:05 AM
1735,1100 Block W 1700 S,C1850581,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,0,01/24/2018 12:01:40 AM,Traffic Stop,832429044,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.049, 41.0891]}",-112.049,Vehicle Stop,UT,02/08/2018 06:47:31 AM
1736,3100 Block S BLUFF RD,C1850595,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,0,01/24/2018 12:57:26 AM,Traffic Stop,832429043,CAD: Traffic Stop,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Vehicle Stop,UT,02/08/2018 06:47:31 AM
1737,2800 Block S 1000 W,C1850596,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,1,01/24/2018 01:03:29 AM,Traffic Stop,832429042,CAD: Traffic Stop,41.0732,"{'type': 'Point', 'coordinates': [-112.045, 41.0732]}",-112.045,Vehicle Stop,UT,02/08/2018 06:47:31 AM
1738,1900 Block W 1700 S,C1850610,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,3,01/24/2018 03:24:14 AM,Traffic Stop,832429041,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.063, 41.0892]}",-112.063,Vehicle Stop,UT,02/08/2018 06:47:31 AM
1739,1200 Block S 2000 W,C1850611,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,3,01/24/2018 03:40:29 AM,Traffic Stop,832429040,CAD: Traffic Stop,41.0946,"{'type': 'Point', 'coordinates': [-112.065, 41.0946]}",-112.065,Vehicle Stop,UT,02/08/2018 06:47:31 AM
1740,800 Block S 2000 W,C1850619,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,4,01/24/2018 04:35:50 AM,Controlled Substance Problem,832429038,CAD: Controlled Substance Problem,41.1023,"{'type': 'Point', 'coordinates': [-112.065, 41.1023]}",-112.065,Drugs,UT,02/08/2018 06:47:31 AM
1741,1400 Block S 2000 W,C1850660,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,7,01/24/2018 07:36:23 AM,School Zone Patrol,832429035,CAD: School Zone Patrol,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Traffic,UT,02/08/2018 06:47:31 AM
1742,600 Block S 2000 W,C1850661,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,7,01/24/2018 07:38:02 AM,Accident Hit & Run,832429037,CAD: Accident Hit & Run,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Traffic,UT,02/08/2018 06:47:31 AM
1743,800 Block W 1700 S,C1993871,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,2,01/13/2019 02:00:57 AM,"Suspicious Person, Circumstnce",909209563,"CAD: Suspicious Person, Circumstnce",41.0892,"{'type': 'Point', 'coordinates': [-112.043, 41.0892]}",-112.043,Community Policing,UT,03/07/2019 05:36:54 PM
1744,2200 Block W 1700 S,C1993874,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,2,01/13/2019 02:37:03 AM,Shoplifting,909209562,CAD: Shoplifting,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Theft,UT,03/07/2019 05:36:54 PM
1745,JENSEN PARK TRAILHEAD,C1993891,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,4,01/13/2019 04:23:34 AM,Extra Patrol On Site Call,909209561,CAD: Extra Patrol On Site Call,41.0669,"{'type': 'Point', 'coordinates': [-112.053, 41.0669]}",-112.053,Community Policing,UT,03/07/2019 05:36:54 PM
1746,1900 Block S DORAL DR,C1850663,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,7,01/24/2018 07:46:38 AM,School Zone Patrol,832429034,CAD: School Zone Patrol,41.0863,"{'type': 'Point', 'coordinates': [-112.095, 41.0863]}",-112.095,Traffic,UT,02/08/2018 06:47:31 AM
1747,600 Block S 2000 W,C1850833,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,14,01/24/2018 02:57:04 PM,Assist Citizen,832429025,CAD: Assist Citizen,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Other,UT,02/08/2018 06:47:32 AM
1748,2800 Block S 2400 W,C1836545,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,10,12/17/2017 10:49:51 AM,Traffic Stop,829238730,CAD: Traffic Stop,41.0724,"{'type': 'Point', 'coordinates': [-112.072, 41.0724]}",-112.072,Vehicle Stop,UT,01/01/2018 12:00:25 AM
1749,700 Block W 3700 S,C1836581,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,12,12/17/2017 12:42:55 PM,Accident Property Damage,829238729,CAD: Accident Property Damage,41.0602,"{'type': 'Point', 'coordinates': [-112.04, 41.0602]}",-112.04,Traffic,UT,01/01/2018 12:00:25 AM
1750,1000 Block W 1700 S,C1836613,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,15,12/17/2017 03:23:08 PM,Accident Property Damage,829238728,CAD: Accident Property Damage,41.0892,"{'type': 'Point', 'coordinates': [-112.045, 41.0892]}",-112.045,Traffic,UT,01/01/2018 12:00:26 AM
1751,1400 Block S MARILYN DR,C1836616,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,15,12/17/2017 03:40:56 PM,Agency Assistance,829238727,CAD: Agency Assistance,41.0931,"{'type': 'Point', 'coordinates': [-112.054, 41.0931]}",-112.054,Other,UT,01/01/2018 12:00:26 AM
1752,3300 Block S BLUFF DR,C1836636,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,17,12/17/2017 05:05:18 PM,Animal Problem,829238726,CAD: Animal Problem,41.0663,"{'type': 'Point', 'coordinates': [-112.049, 41.0663]}",-112.049,Disorder,UT,01/01/2018 12:00:26 AM
1753,1400 Block W 2325 S,C1836651,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,18,12/17/2017 06:57:30 PM,Accident Property Damage,829238725,CAD: Accident Property Damage,41.08,"{'type': 'Point', 'coordinates': [-112.053, 41.08]}",-112.053,Traffic,UT,01/01/2018 12:00:26 AM
1754,1400 Block W 700 S,C1836666,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,19,12/17/2017 07:53:04 PM,Traffic Stop,829238724,CAD: Traffic Stop,41.1036,"{'type': 'Point', 'coordinates': [-112.054, 41.1036]}",-112.054,Vehicle Stop,UT,01/01/2018 12:00:26 AM
1755,900 Block W 1700 S,C1836700,SYRACUSE,,12/18/2017 07:06:26 AM,Sunday,21,12/17/2017 09:57:44 PM,Traffic Stop,829238723,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Vehicle Stop,UT,01/01/2018 12:00:26 AM
1756,1500 Block S 2000 W,C1850845,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,15,01/24/2018 03:24:30 PM,School Zone Patrol,832429027,CAD: School Zone Patrol,41.0921,"{'type': 'Point', 'coordinates': [-112.064, 41.0921]}",-112.064,Traffic,UT,02/08/2018 06:47:32 AM
1757,1700 Block S 2000 W,C1850860,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,15,01/24/2018 03:50:36 PM,Community Oriented Policing,832429022,CAD: Community Oriented Policing,41.0885,"{'type': 'Point', 'coordinates': [-112.065, 41.0885]}",-112.065,Community Policing,UT,02/08/2018 06:47:32 AM
1758,1300 Block S BANBURY DR,C1850861,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,15,01/24/2018 03:56:25 PM,"Suspicious Person, Circumstnce",832429024,"CAD: Suspicious Person, Circumstnce",41.0941,"{'type': 'Point', 'coordinates': [-112.06, 41.0941]}",-112.06,Community Policing,UT,02/08/2018 06:47:32 AM
1759,1800 Block W 1700 S,C1831338,SYRACUSE,,12/05/2017 07:00:46 AM,Monday,1,12/04/2017 01:56:54 AM,Traffic Stop,828249235,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.061, 41.0892]}",-112.061,Vehicle Stop,UT,12/18/2017 09:10:07 AM
1760,1800 Block W 1700 S,C1831343,SYRACUSE,,12/05/2017 07:00:46 AM,Monday,3,12/04/2017 03:21:07 AM,Controlled Substance Problem,828249234,CAD: Controlled Substance Problem,41.0892,"{'type': 'Point', 'coordinates': [-112.061, 41.0892]}",-112.061,Drugs,UT,12/18/2017 09:10:07 AM
1761,1400 Block S 2000 W,C1831386,SYRACUSE,,12/05/2017 07:00:46 AM,Monday,8,12/04/2017 08:03:00 AM,School Zone Patrol,828249233,CAD: School Zone Patrol,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Traffic,UT,12/18/2017 09:10:07 AM
1762,1900 Block S DORAL DR,C1831402,SYRACUSE,,12/05/2017 07:00:46 AM,Monday,8,12/04/2017 08:49:10 AM,Community Oriented Policing,828249232,CAD: Community Oriented Policing,41.086,"{'type': 'Point', 'coordinates': [-112.095, 41.086]}",-112.095,Community Policing,UT,12/18/2017 09:10:07 AM
1763,2400 Block S BLUFF RD,C1831448,SYRACUSE,,12/05/2017 07:00:46 AM,Monday,10,12/04/2017 10:58:44 AM,Burglary Residential,828249227,CAD: Burglary Residential,41.0778,"{'type': 'Point', 'coordinates': [-112.069, 41.0778]}",-112.069,Breaking & Entering,UT,12/18/2017 09:10:07 AM
1764,1700 Block S 2000 W,C1831482,SYRACUSE,,12/05/2017 07:00:46 AM,Monday,12,12/04/2017 12:31:57 PM,Susp Circumstance,828249225,CAD: Susp Circumstance,41.0885,"{'type': 'Point', 'coordinates': [-112.065, 41.0885]}",-112.065,Community Policing,UT,12/18/2017 09:10:07 AM
1765,1000 Block S 2000 W,C1855175,SYRACUSE,,02/04/2018 07:21:49 AM,Saturday,22,02/03/2018 10:06:08 PM,Traffic Stop,833337632,CAD: Traffic Stop,41.0997,"{'type': 'Point', 'coordinates': [-112.065, 41.0997]}",-112.065,Vehicle Stop,UT,02/18/2018 06:04:41 AM
1766,2200 Block W 1700 S,C1855177,SYRACUSE,,02/04/2018 07:21:49 AM,Saturday,22,02/03/2018 10:11:05 PM,Traffic Stop,833337633,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,02/18/2018 06:04:41 AM
1767,1600 Block W 1700 S,C1855183,SYRACUSE,,02/04/2018 07:21:49 AM,Saturday,22,02/03/2018 10:22:28 PM,Traffic Stop,833337631,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.058, 41.0891]}",-112.058,Vehicle Stop,UT,02/18/2018 06:04:41 AM
1768,2000 Block S 550 W,C1828615,SYRACUSE,,11/28/2017 07:00:52 AM,Monday,10,11/27/2017 10:52:15 AM,Residential Alarm,827604504,CAD: Residential Alarm,41.0838,"{'type': 'Point', 'coordinates': [-112.036, 41.0838]}",-112.036,Alarm,UT,12/11/2017 07:01:46 AM
1769,900 Block W 1700 S,C1836362,SYRACUSE,,12/17/2017 07:00:35 AM,Saturday,20,12/16/2017 08:35:29 PM,Traffic Stop,829180762,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Vehicle Stop,UT,12/30/2017 03:32:20 PM
1770,1600 Block W 1700 S,C1836366,SYRACUSE,,12/17/2017 07:00:35 AM,Saturday,20,12/16/2017 08:53:56 PM,Traffic Stop,829180761,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.057, 41.0891]}",-112.057,Vehicle Stop,UT,12/30/2017 03:32:20 PM
1771,1700 Block W 1700 S,C1836376,SYRACUSE,,12/17/2017 07:00:35 AM,Saturday,21,12/16/2017 09:22:52 PM,Traffic Stop,829180760,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.059, 41.0891]}",-112.059,Vehicle Stop,UT,12/30/2017 03:32:20 PM
1772,1100 Block W 1700 S,C1850867,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,16,01/24/2018 04:18:49 PM,Traffic Stop,832429023,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.049, 41.0891]}",-112.049,Vehicle Stop,UT,02/08/2018 06:47:32 AM
1773,2900 Block W HIGHWAY 193,C1850924,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,18,01/24/2018 06:09:35 PM,Traffic Stop,832429020,CAD: Traffic Stop,41.1106,"{'type': 'Point', 'coordinates': [-112.082, 41.1106]}",-112.082,Vehicle Stop,UT,02/08/2018 06:47:32 AM
1774,1900 Block S 1000 W,C1850989,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,20,01/24/2018 08:35:15 PM,Traffic Stop,832429017,CAD: Traffic Stop,41.0858,"{'type': 'Point', 'coordinates': [-112.045, 41.0858]}",-112.045,Vehicle Stop,UT,02/08/2018 06:47:32 AM
1775,2000 Block W 1700 S,C1850994,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,20,01/24/2018 08:54:28 PM,Community Oriented Policing,832429016,CAD: Community Oriented Policing,41.089,"{'type': 'Point', 'coordinates': [-112.065, 41.089]}",-112.065,Community Policing,UT,02/08/2018 06:47:32 AM
1776,3200 Block W 1700 S,C1851046,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,23,01/24/2018 11:20:33 PM,Traffic Stop,832429012,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.088, 41.0892]}",-112.088,Vehicle Stop,UT,02/08/2018 06:47:32 AM
1777,2900 Block S 1320 W,C1851055,SYRACUSE,,01/25/2018 07:26:58 AM,Wednesday,23,01/24/2018 11:46:42 PM,Agency Assistance,832429011,CAD: Agency Assistance,41.0714,"{'type': 'Point', 'coordinates': [-112.052, 41.0714]}",-112.052,Other,UT,02/08/2018 06:47:32 AM
