column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
0,1600 Block N 2000 W,C1854852,CLINTON,,02/04/2018 07:21:49 AM,Saturday,1,02/03/2018 01:55:48 AM,Warrant Service,833337683,CAD: Warrant Service,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Other,UT,02/18/2018 06:04:30 AM,84015.0
2280,2100 Block N 1930 W,C1866798,CLINTON,,03/07/2018 07:35:44 AM,Tuesday,16,03/06/2018 04:54:00 PM,Harassment,836451209,CAD: Harassment,41.143733,"{'type': 'Point', 'coordinates': [-112.0623558, 41.143733]}",-112.0623558,Disorder,UT,03/21/2018 05:19:34 AM,84015.0
2333,2500 Block W 1950 N,C1896538,CLINTON,,05/19/2018 06:47:41 AM,Friday,9,05/18/2018 09:35:17 AM,Welfare Check,854585819,CAD: Welfare Check,41.142337,"{'type': 'Point', 'coordinates': [-112.057711, 41.142337]}",-112.057711,Other,UT,05/30/2018 06:02:11 PM,84015.0
2334,2000 Block W 1800 N,C1896603,CLINTON,,05/19/2018 06:47:41 AM,Friday,12,05/18/2018 12:44:32 PM,Theft,854585816,CAD: Theft,41.1372077,"{'type': 'Point', 'coordinates': [-112.0609003, 41.1372077]}",-112.0609003,Theft,UT,05/30/2018 06:02:11 PM,84015.0
1,600 Block W 2300 N,C1854882,CLINTON,,02/04/2018 07:21:49 AM,Saturday,7,02/03/2018 07:02:01 AM,Traffic Stop,833337682,CAD: Traffic Stop,41.1471594,"{'type': 'Point', 'coordinates': [-112.0380253, 41.1471594]}",-112.0380253,Vehicle Stop,UT,02/18/2018 06:04:30 AM,84015.0
2,1300 Block N 1000 W,C1854895,CLINTON,,02/04/2018 07:21:49 AM,Saturday,7,02/03/2018 07:56:59 AM,Traffic Stop,833337681,CAD: Traffic Stop,41.13269529999999,"{'type': 'Point', 'coordinates': [-112.045219, 41.1326953]}",-112.045219,Vehicle Stop,UT,02/18/2018 06:04:30 AM,84015.0
3,1800 Block W 800 N,C1854912,CLINTON,,02/04/2018 07:21:49 AM,Saturday,9,02/03/2018 09:47:32 AM,Traffic Stop,833337680,CAD: Traffic Stop,41.1253615,"{'type': 'Point', 'coordinates': [-112.0633239, 41.1253615]}",-112.0633239,Vehicle Stop,UT,02/18/2018 06:04:30 AM,84015.0
4,1600 Block W 800 N,C1854916,CLINTON,,02/04/2018 07:21:49 AM,Saturday,9,02/03/2018 09:55:39 AM,Traffic Stop,833337679,CAD: Traffic Stop,41.1253502,"{'type': 'Point', 'coordinates': [-112.0553474, 41.1253502]}",-112.0553474,Vehicle Stop,UT,02/18/2018 06:04:30 AM,84015.0
5,2500 Block W 1800 N,C1854989,CLINTON,,02/04/2018 07:21:49 AM,Saturday,14,02/03/2018 02:26:57 PM,Accident Property Damage,833337675,CAD: Accident Property Damage,41.139871,"{'type': 'Point', 'coordinates': [-112.0742466, 41.139871]}",-112.0742466,Traffic,UT,02/18/2018 06:04:30 AM,84015.0
6,1100 Block W 2250 N,C1854990,CLINTON,,02/04/2018 07:21:49 AM,Saturday,14,02/03/2018 02:27:57 PM,Residential Alarm,833337676,CAD: Residential Alarm,41.1462229,"{'type': 'Point', 'coordinates': [-112.0481454, 41.1462229]}",-112.0481454,Alarm,UT,02/18/2018 06:04:30 AM,84015.0
7,1900 Block N 2095 W,C1855015,CLINTON,,02/04/2018 07:21:49 AM,Saturday,15,02/03/2018 03:52:10 PM,Susp Circumstance,833337674,CAD: Susp Circumstance,41.1425376,"{'type': 'Point', 'coordinates': [-112.0663326, 41.1425376]}",-112.0663326,Community Policing,UT,02/18/2018 06:04:30 AM,84015.0
8,2300 Block W 2450 N,C1853090,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,0,01/30/2018 12:41:30 AM,Agency Assistance,832945147,CAD: Agency Assistance,41.1493845,"{'type': 'Point', 'coordinates': [-112.0494764, 41.1493845]}",-112.0494764,Other,UT,02/14/2018 06:30:01 AM,84015.0
9,1900 Block N 550 W,C1853097,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,1,01/30/2018 01:24:34 AM,Susp Circumstance,832945146,CAD: Susp Circumstance,41.1412525,"{'type': 'Point', 'coordinates': [-112.0361455, 41.1412525]}",-112.0361455,Community Policing,UT,02/14/2018 06:30:01 AM,84015.0
10,1600 Block N 2000 W,C1850107,CLINTON,,01/23/2018 09:25:46 AM,Monday,22,01/22/2018 10:58:11 PM,Shoplifting,832268709,CAD: Shoplifting,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Theft,UT,02/06/2018 06:45:41 AM,84015.0
11,2600 Block N 2000 W,C1853100,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,1,01/30/2018 01:59:17 AM,Agency Assistance,832945145,CAD: Agency Assistance,41.1510805,"{'type': 'Point', 'coordinates': [-112.0640996, 41.1510805]}",-112.0640996,Other,UT,02/14/2018 06:30:01 AM,84015.0
12,1800 Block N 2000 W,C1853103,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,2,01/30/2018 02:11:26 AM,Agency Assistance,832945144,CAD: Agency Assistance,41.1398974,"{'type': 'Point', 'coordinates': [-112.0644229, 41.1398974]}",-112.0644229,Other,UT,02/14/2018 06:30:01 AM,84015.0
13,2100 Block W 1800 N,C1853190,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,8,01/30/2018 08:37:48 AM,Fight,832945140,CAD: Fight,41.1407682,"{'type': 'Point', 'coordinates': [-112.0666976, 41.1407682]}",-112.0666976,Disorder,UT,02/14/2018 06:30:02 AM,84015.0
14,1700 Block N 3000 W,C1853238,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,10,01/30/2018 10:47:50 AM,Traffic Stop,832945137,CAD: Traffic Stop,41.1385257,"{'type': 'Point', 'coordinates': [-112.0838133, 41.1385257]}",-112.0838133,Vehicle Stop,UT,02/14/2018 06:30:02 AM,84015.0
15,2200 Block N 1500 W,C1853275,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,11,01/30/2018 11:51:48 AM,Assist Citizen,832945133,CAD: Assist Citizen,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Other,UT,02/14/2018 06:30:02 AM,84015.0
16,1000 Block N 1000 W,C1853305,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,12,01/30/2018 12:59:13 PM,"Evading, Resisting Police",832945132,"CAD: Evading, Resisting Police",41.1282136,"{'type': 'Point', 'coordinates': [-112.0448948, 41.1282136]}",-112.0448948,Traffic,UT,02/14/2018 06:30:02 AM,84015.0
17,2200 Block N 1500 W,C1853342,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,15,01/30/2018 03:09:49 PM,Sex Offender Registration,832945131,CAD: Sex Offender Registration,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Other Sexual Offense,UT,02/14/2018 06:30:02 AM,84015.0
18,2600 Block N 2000 W,C1852308,CLINTON,,01/29/2018 07:34:17 AM,Sunday,0,01/28/2018 12:07:26 AM,Traffic Stop,832774179,CAD: Traffic Stop,41.1510805,"{'type': 'Point', 'coordinates': [-112.0640996, 41.1510805]}",-112.0640996,Vehicle Stop,UT,02/12/2018 06:06:19 AM,84015.0
19,2500 Block W 1800 N,C1851460,CLINTON,,01/27/2018 08:00:52 AM,Friday,0,01/26/2018 12:09:53 AM,Traffic Stop,832650894,CAD: Traffic Stop,41.139871,"{'type': 'Point', 'coordinates': [-112.0742466, 41.139871]}",-112.0742466,Vehicle Stop,UT,02/10/2018 06:33:15 AM,84015.0
20,1900 Block N 2000 W,C1851461,CLINTON,,01/27/2018 08:00:52 AM,Friday,0,01/26/2018 12:14:23 AM,Susp Circumstance,832650893,CAD: Susp Circumstance,41.1415248,"{'type': 'Point', 'coordinates': [-112.063872, 41.1415248]}",-112.063872,Community Policing,UT,02/10/2018 06:33:15 AM,84015.0
21,2700 Block W 1400 N,C1851478,CLINTON,,01/27/2018 08:00:52 AM,Friday,2,01/26/2018 02:31:02 AM,Barking Dog,832650892,CAD: Barking Dog,41.1340931,"{'type': 'Point', 'coordinates': [-112.0784373, 41.1340931]}",-112.0784373,Disorder,UT,02/10/2018 06:33:15 AM,84015.0
22,2300 Block W 1300 N,C1851502,CLINTON,,01/27/2018 08:00:52 AM,Friday,6,01/26/2018 06:44:45 AM,Traffic Stop,832650891,CAD: Traffic Stop,41.1330044,"{'type': 'Point', 'coordinates': [-112.0698866, 41.1330044]}",-112.0698866,Vehicle Stop,UT,02/10/2018 06:33:15 AM,84015.0
23,1600 Block N 2000 W,C1851612,CLINTON,,01/27/2018 08:00:52 AM,Friday,11,01/26/2018 11:46:11 AM,Accident Hit & Run,832650888,CAD: Accident Hit & Run,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Traffic,UT,02/10/2018 06:33:15 AM,84015.0
24,2200 Block N 1500 W,C1851628,CLINTON,,01/27/2018 08:00:52 AM,Friday,12,01/26/2018 12:26:58 PM,Theft,832650886,CAD: Theft,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Theft,UT,02/10/2018 06:33:15 AM,84015.0
25,2000 Block W 1800 N,C1851644,CLINTON,,01/27/2018 08:00:52 AM,Friday,13,01/26/2018 01:16:13 PM,Susp Circumstance,832650885,CAD: Susp Circumstance,41.1372077,"{'type': 'Point', 'coordinates': [-112.0609003, 41.1372077]}",-112.0609003,Community Policing,UT,02/10/2018 06:33:15 AM,84015.0
26,1700 Block N 2000 W,C1851748,CLINTON,,01/27/2018 08:00:52 AM,Friday,17,01/26/2018 05:57:58 PM,Accident Property Damage,832650881,CAD: Accident Property Damage,41.1385131,"{'type': 'Point', 'coordinates': [-112.064424, 41.1385131]}",-112.064424,Traffic,UT,02/10/2018 06:33:15 AM,84015.0
27,1000 Block W 2300 N,C1851752,CLINTON,,01/27/2018 08:00:52 AM,Friday,18,01/26/2018 06:09:05 PM,Traffic Stop,832650879,CAD: Traffic Stop,41.1471524,"{'type': 'Point', 'coordinates': [-112.0450468, 41.1471524]}",-112.0450468,Vehicle Stop,UT,02/10/2018 06:33:15 AM,84015.0
28,1400 Block N 2000 W,C1851753,CLINTON,,01/27/2018 08:00:52 AM,Friday,18,01/26/2018 06:10:07 PM,Accident Property Damage,832650880,CAD: Accident Property Damage,41.1341869,"{'type': 'Point', 'coordinates': [-112.0645028, 41.1341869]}",-112.0645028,Traffic,UT,02/10/2018 06:33:15 AM,84015.0
29,2200 Block N 1500 W,C1852336,CLINTON,,01/29/2018 07:34:17 AM,Sunday,2,01/28/2018 02:27:41 AM,Extra Patrol On Site Call,832774178,CAD: Extra Patrol On Site Call,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,02/12/2018 06:06:19 AM,84015.0
30,2200 Block N 1500 W,C1849933,CLINTON,,01/23/2018 08:00:35 AM,Monday,14,01/22/2018 02:57:17 PM,Harassment,832263784,CAD: Harassment,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Disorder,UT,02/06/2018 06:45:41 AM,84015.0
31,2200 Block N 1500 W,C1849975,CLINTON,,01/23/2018 08:00:35 AM,Monday,16,01/22/2018 04:47:20 PM,Assist Citizen,832263780,CAD: Assist Citizen,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Other,UT,02/06/2018 06:45:41 AM,84015.0
32,1800 Block N 2000 W,C1850034,CLINTON,,01/23/2018 08:00:35 AM,Monday,19,01/22/2018 07:20:35 PM,Susp Circumstance,832263779,CAD: Susp Circumstance,41.1398974,"{'type': 'Point', 'coordinates': [-112.0644229, 41.1398974]}",-112.0644229,Community Policing,UT,02/06/2018 06:45:41 AM,84015.0
33,1500 Block W 800 N,C1850100,CLINTON,,01/23/2018 08:00:35 AM,Monday,22,01/22/2018 10:43:23 PM,Traffic Stop,832263775,CAD: Traffic Stop,41.1253441,"{'type': 'Point', 'coordinates': [-112.0548656, 41.1253441]}",-112.0548656,Vehicle Stop,UT,02/06/2018 06:45:41 AM,84015.0
34,2500 Block N 690 W,C1844432,CLINTON,,01/09/2018 07:32:26 AM,Monday,12,01/08/2018 12:50:16 PM,Warrant Service,831170381,CAD: Warrant Service,41.150566,"{'type': 'Point', 'coordinates': [-112.0383338, 41.150566]}",-112.0383338,Other,UT,01/27/2018 05:13:02 AM,84015.0
35,2200 Block N 2000 W,C1844460,CLINTON,,01/09/2018 07:32:26 AM,Monday,13,01/08/2018 01:36:32 PM,Fraud Activities,831170379,CAD: Fraud Activities,41.14585100000001,"{'type': 'Point', 'coordinates': [-112.0644703, 41.145851]}",-112.0644703,Theft,UT,01/27/2018 05:13:02 AM,84015.0
36,1800 Block W 1800 N,C1844489,CLINTON,,01/09/2018 07:32:26 AM,Monday,14,01/08/2018 02:31:42 PM,Susp Circumstance,831170378,CAD: Susp Circumstance,41.1398754,"{'type': 'Point', 'coordinates': [-112.0600474, 41.1398754]}",-112.0600474,Community Policing,UT,01/27/2018 05:13:02 AM,84015.0
37,2100 Block N 950 W,C1844496,CLINTON,,01/09/2018 07:32:26 AM,Monday,14,01/08/2018 02:41:56 PM,Susp Circumstance,831170376,CAD: Susp Circumstance,41.1442639,"{'type': 'Point', 'coordinates': [-112.0441937, 41.1442639]}",-112.0441937,Community Policing,UT,01/27/2018 06:33:07 PM,84015.0
38,1100 Block W 1800 N,C1844501,CLINTON,,01/09/2018 07:32:26 AM,Monday,14,01/08/2018 02:46:51 PM,Susp Circumstance,831170377,CAD: Susp Circumstance,41.1398777,"{'type': 'Point', 'coordinates': [-112.0472237, 41.1398777]}",-112.0472237,Community Policing,UT,01/27/2018 06:33:07 PM,84015.0
39,1800 Block N 3000 W,C1844591,CLINTON,,01/09/2018 07:32:26 AM,Monday,18,01/08/2018 06:51:10 PM,Traffic Stop,831170372,CAD: Traffic Stop,41.14002250000001,"{'type': 'Point', 'coordinates': [-112.083375, 41.1400225]}",-112.083375,Vehicle Stop,UT,01/27/2018 06:33:07 PM,84015.0
40,1900 Block N 2000 W,C1844594,CLINTON,,01/09/2018 07:32:26 AM,Monday,18,01/08/2018 06:54:25 PM,Traffic Stop,831170373,CAD: Traffic Stop,41.1415248,"{'type': 'Point', 'coordinates': [-112.063872, 41.1415248]}",-112.063872,Vehicle Stop,UT,01/27/2018 06:33:07 PM,84015.0
41,2400 Block N 2000 W,C1844597,CLINTON,,01/09/2018 07:32:26 AM,Monday,19,01/08/2018 07:09:46 PM,Traffic Stop,831170371,CAD: Traffic Stop,41.148528,"{'type': 'Point', 'coordinates': [-112.0641122, 41.148528]}",-112.0641122,Vehicle Stop,UT,01/27/2018 06:33:07 PM,84015.0
42,2000 Block W 1800 N,C1844610,CLINTON,,01/09/2018 07:32:26 AM,Monday,19,01/08/2018 07:46:04 PM,Traffic Stop,831170370,CAD: Traffic Stop,41.1372077,"{'type': 'Point', 'coordinates': [-112.0609003, 41.1372077]}",-112.0609003,Vehicle Stop,UT,01/27/2018 06:33:08 PM,84015.0
43,1800 Block N 1500 W,C1852415,CLINTON,,01/29/2018 07:34:17 AM,Sunday,11,01/28/2018 11:03:01 AM,Pedestrian Stop,832774177,CAD: Pedestrian Stop,41.13987729999999,"{'type': 'Point', 'coordinates': [-112.0548312, 41.1398773]}",-112.0548312,Pedestrian Stop,UT,02/12/2018 06:06:19 AM,84015.0
44,2800 Block W 1800 N,C1844618,CLINTON,,01/09/2018 07:32:26 AM,Monday,20,01/08/2018 08:29:53 PM,Traffic Stop,831170369,CAD: Traffic Stop,41.1404669,"{'type': 'Point', 'coordinates': [-112.0802606, 41.1404669]}",-112.0802606,Vehicle Stop,UT,01/27/2018 06:33:08 PM,84015.0
45,2100 Block W 2075 N,C1852461,CLINTON,,01/29/2018 07:34:17 AM,Sunday,13,01/28/2018 01:55:57 PM,Traffic Stop,832774176,CAD: Traffic Stop,41.1438411,"{'type': 'Point', 'coordinates': [-112.0662819, 41.1438411]}",-112.0662819,Vehicle Stop,UT,02/12/2018 06:06:19 AM,84015.0
46,1600 Block N 2475 W,C1853366,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,16,01/30/2018 04:06:01 PM,Criminal Mischief,832945128,CAD: Criminal Mischief,41.1368446,"{'type': 'Point', 'coordinates': [-112.0734592, 41.1368446]}",-112.0734592,Property Crime,UT,02/14/2018 06:30:02 AM,84015.0
47,1800 Block W 1800 N,C1853376,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,16,01/30/2018 04:25:39 PM,Theft,832945129,CAD: Theft,41.1398754,"{'type': 'Point', 'coordinates': [-112.0600474, 41.1398754]}",-112.0600474,Theft,UT,02/14/2018 06:30:02 AM,84015.0
48,2100 Block N 1500 W,C1853387,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,16,01/30/2018 04:56:40 PM,Traffic Stop,832945127,CAD: Traffic Stop,41.14432499999999,"{'type': 'Point', 'coordinates': [-112.0545461, 41.144325]}",-112.0545461,Vehicle Stop,UT,02/14/2018 06:30:02 AM,84015.0
49,2100 Block N 1500 W,C1853390,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,17,01/30/2018 05:06:51 PM,Traffic Stop,832945126,CAD: Traffic Stop,41.14432499999999,"{'type': 'Point', 'coordinates': [-112.0545461, 41.144325]}",-112.0545461,Vehicle Stop,UT,02/14/2018 06:30:02 AM,84015.0
50,2000 Block N 1500 W,C1853393,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,17,01/30/2018 05:19:26 PM,Traffic Stop,832945125,CAD: Traffic Stop,41.1427787,"{'type': 'Point', 'coordinates': [-112.0548459, 41.1427787]}",-112.0548459,Vehicle Stop,UT,02/14/2018 06:30:02 AM,84015.0
51,1300 Block N 1000 W,C1853414,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,18,01/30/2018 06:02:50 PM,Traffic Stop,832945123,CAD: Traffic Stop,41.13269529999999,"{'type': 'Point', 'coordinates': [-112.045219, 41.1326953]}",-112.045219,Vehicle Stop,UT,02/14/2018 06:30:02 AM,84015.0
52,1700 Block W 2300 N,C1853445,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,19,01/30/2018 07:02:23 PM,Traffic Stop,832945122,CAD: Traffic Stop,41.1471255,"{'type': 'Point', 'coordinates': [-112.0552701, 41.1471255]}",-112.0552701,Vehicle Stop,UT,02/14/2018 06:30:02 AM,84015.0
53,2500 Block W 1800 N,C1853458,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,19,01/30/2018 07:24:53 PM,Traffic Stop,832945121,CAD: Traffic Stop,41.139871,"{'type': 'Point', 'coordinates': [-112.0742466, 41.139871]}",-112.0742466,Vehicle Stop,UT,02/14/2018 06:30:20 AM,84015.0
54,1800 Block N 2000 W,C1853563,CLINTON,,01/31/2018 09:01:46 AM,Tuesday,23,01/30/2018 11:48:11 PM,Warrant Service,832949156,CAD: Warrant Service,41.1398974,"{'type': 'Point', 'coordinates': [-112.0644229, 41.1398974]}",-112.0644229,Other,UT,02/14/2018 06:30:20 AM,84015.0
55,2000 Block W 1800 N,C1853564,CLINTON,,01/31/2018 07:24:53 AM,Tuesday,23,01/30/2018 11:49:54 PM,Traffic Stop,832945119,CAD: Traffic Stop,41.1372077,"{'type': 'Point', 'coordinates': [-112.0609003, 41.1372077]}",-112.0609003,Vehicle Stop,UT,02/14/2018 06:30:20 AM,84015.0
56,2500 Block W 1800 N,C1844644,CLINTON,,01/09/2018 07:32:26 AM,Monday,21,01/08/2018 09:59:34 PM,Traffic Stop,831170367,CAD: Traffic Stop,41.139871,"{'type': 'Point', 'coordinates': [-112.0742466, 41.139871]}",-112.0742466,Vehicle Stop,UT,01/27/2018 06:33:08 PM,84015.0
57,600 Block W 1800 N,C1844645,CLINTON,,01/09/2018 07:32:26 AM,Monday,22,01/08/2018 10:03:28 PM,Motorist Assist,831170368,CAD: Motorist Assist,41.1398836,"{'type': 'Point', 'coordinates': [-112.0375842, 41.1398836]}",-112.0375842,Traffic,UT,01/27/2018 06:33:08 PM,84015.0
58,1600 Block N 2000 W,C1844662,CLINTON,,01/09/2018 07:32:26 AM,Monday,23,01/08/2018 11:33:13 PM,Walk Through Security Checks,831170366,CAD: Walk Through Security Checks,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Community Policing,UT,01/27/2018 06:33:08 PM,84015.0
59,500 Block W 1680 N,C1852842,CLINTON,,01/30/2018 07:02:17 AM,Monday,14,01/29/2018 02:34:12 PM,Susp Circumstance,832857021,CAD: Susp Circumstance,41.1382577,"{'type': 'Point', 'coordinates': [-112.0364251, 41.1382577]}",-112.0364251,Community Policing,UT,02/13/2018 06:47:14 AM,84015.0
60,2200 Block N 1500 W,C1844674,CLINTON,,01/10/2018 07:37:36 AM,Tuesday,1,01/09/2018 01:00:00 AM,Extra Patrol On Site Call,831249040,CAD: Extra Patrol On Site Call,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,01/28/2018 03:51:08 AM,84015.0
61,1300 Block W 2050 N,C1844847,CLINTON,,01/10/2018 07:37:36 AM,Tuesday,14,01/09/2018 02:10:28 PM,Simple Assault,831249036,CAD: Simple Assault,41.1434366,"{'type': 'Point', 'coordinates': [-112.0508583, 41.1434366]}",-112.0508583,Assault,UT,01/28/2018 03:51:09 AM,84015.0
62,2000 Block N 2095 W,C1844911,CLINTON,,01/10/2018 07:37:36 AM,Tuesday,16,01/09/2018 04:27:38 PM,Welfare Check,831249033,CAD: Welfare Check,41.1428662,"{'type': 'Point', 'coordinates': [-112.0663287, 41.1428662]}",-112.0663287,Other,UT,01/28/2018 03:51:09 AM,84015.0
63,1800 Block W 1800 N,C1844924,CLINTON,,01/10/2018 07:37:36 AM,Tuesday,16,01/09/2018 04:55:45 PM,Susp Circumstance,831249032,CAD: Susp Circumstance,41.1398754,"{'type': 'Point', 'coordinates': [-112.0600474, 41.1398754]}",-112.0600474,Community Policing,UT,01/28/2018 03:51:09 AM,84015.0
64,1600 Block N 2000 W,C1844927,CLINTON,,01/10/2018 07:37:36 AM,Tuesday,16,01/09/2018 04:57:34 PM,Theft,831249031,CAD: Theft,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Theft,UT,01/28/2018 03:51:09 AM,84015.0
65,1500 Block N 1000 W,C1845133,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,8,01/10/2018 08:38:03 AM,Traffic Stop,831326917,CAD: Traffic Stop,41.13529459999999,"{'type': 'Point', 'coordinates': [-112.0452581, 41.1352946]}",-112.0452581,Vehicle Stop,UT,01/28/2018 07:07:34 PM,84015.0
66,1900 Block N 2225 W,C1845142,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,8,01/10/2018 08:54:55 AM,Residential Alarm,831326915,CAD: Residential Alarm,41.1416392,"{'type': 'Point', 'coordinates': [-112.0680668, 41.1416392]}",-112.0680668,Alarm,UT,01/28/2018 07:07:34 PM,84015.0
67,2100 Block N 750 W,C1845144,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,9,01/10/2018 09:02:37 AM,Fraud Activities,831326916,CAD: Fraud Activities,41.1444491,"{'type': 'Point', 'coordinates': [-112.040667, 41.1444491]}",-112.040667,Theft,UT,01/28/2018 07:07:34 PM,84015.0
68,2600 Block W 1550 N,C1845227,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,12,01/10/2018 12:40:45 PM,Assist Citizen,831326911,CAD: Assist Citizen,41.13636229999999,"{'type': 'Point', 'coordinates': [-112.0764006, 41.1363623]}",-112.0764006,Other,UT,01/28/2018 07:07:34 PM,84015.0
69,1300 Block N 2950 W,C1845248,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,13,01/10/2018 01:32:37 PM,Extra Patrol REQUEST,831326909,CAD: Extra Patrol REQUEST,41.13341,"{'type': 'Point', 'coordinates': [-112.082759, 41.13341]}",-112.082759,Community Policing,UT,01/28/2018 07:07:35 PM,84015.0
70,2200 Block N 1500 W,C1845261,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,14,01/10/2018 02:29:45 PM,Sex Offender Registration,831326908,CAD: Sex Offender Registration,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Other Sexual Offense,UT,01/28/2018 07:07:35 PM,84015.0
71,1100 Block W 1800 N,C1845312,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,16,01/10/2018 04:03:36 PM,Missing Person,831326907,CAD: Missing Person,41.1398777,"{'type': 'Point', 'coordinates': [-112.0472237, 41.1398777]}",-112.0472237,Missing Person,UT,01/28/2018 07:07:35 PM,84015.0
72,800 Block N 1000 W,C1845358,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,17,01/10/2018 05:38:46 PM,Loose Livestock,831326906,CAD: Loose Livestock,41.1255128,"{'type': 'Point', 'coordinates': [-112.0456051, 41.1255128]}",-112.0456051,Disorder,UT,01/28/2018 07:07:35 PM,84015.0
73,1300 Block N 2000 W,C1845361,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,17,01/10/2018 05:56:32 PM,Motorist Assist,831326905,CAD: Motorist Assist,41.1326629,"{'type': 'Point', 'coordinates': [-112.064198, 41.1326629]}",-112.064198,Traffic,UT,01/28/2018 07:07:35 PM,84015.0
74,2500 Block W 1445 N,C1845371,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,18,01/10/2018 06:29:04 PM,Traffic Stop,831326904,CAD: Traffic Stop,41.1345117,"{'type': 'Point', 'coordinates': [-112.0742027, 41.1345117]}",-112.0742027,Vehicle Stop,UT,01/28/2018 07:07:35 PM,84015.0
75,1500 Block W 1800 N,C1845379,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,19,01/10/2018 07:00:48 PM,Assist Citizen,831326903,CAD: Assist Citizen,41.1398771,"{'type': 'Point', 'coordinates': [-112.0548676, 41.1398771]}",-112.0548676,Other,UT,01/28/2018 07:07:35 PM,84015.0
76,2000 Block W 1300 N,C1845393,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,19,01/10/2018 07:27:20 PM,Accident Property Damage,831326902,CAD: Accident Property Damage,41.1326353,"{'type': 'Point', 'coordinates': [-112.0645127, 41.1326353]}",-112.0645127,Traffic,UT,01/28/2018 07:07:35 PM,84015.0
77,2300 Block W 800 N,C1845434,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,21,01/10/2018 09:10:59 PM,Traffic Stop,831326901,CAD: Traffic Stop,41.1253683,"{'type': 'Point', 'coordinates': [-112.0706508, 41.1253683]}",-112.0706508,Vehicle Stop,UT,01/28/2018 07:07:35 PM,84015.0
78,1200 Block W 950 N,C1845449,CLINTON,,01/11/2018 07:01:57 AM,Wednesday,22,01/10/2018 10:15:51 PM,Susp Circumstance,831326900,CAD: Susp Circumstance,41.1272438,"{'type': 'Point', 'coordinates': [-112.048679, 41.1272438]}",-112.048679,Community Policing,UT,01/28/2018 07:07:36 PM,84015.0
79,1000 Block W 1800 N,C1987318,CLINTON,,12/26/2018 07:55:20 AM,Tuesday,22,12/25/2018 10:13:59 PM,Traffic Stop,897842143,CAD: Traffic Stop,41.1384681,"{'type': 'Point', 'coordinates': [-112.0455644, 41.1384681]}",-112.0455644,Vehicle Stop,UT,01/08/2019 09:08:54 PM,84015.0
